Code;Individual;Species (from Individuals);Study (from Individuals);Origin (from Individual);Sample type;16S region;Platform;Type;Read-length;F Primer;R Primer;ERDA;Archived S;Warning;Data processing;Class;Status (from Data processing);Diet;Mobility
D03287;I03728;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011628;;;Mammalia;;;
D03288;I03729;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011629;;P02402;Mammalia;Done;;
D03289;I03730;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011630;;P02374;Mammalia;Done;;
D03290;I03731;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011631;;P02403;Mammalia;Done;;
D03291;I03732;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011632;;P02375;Mammalia;Done;;
D03292;I03733;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011633;;P02404;Mammalia;Done;;
D03293;I03734;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011634;;;Mammalia;;;
D03294;I03735;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011635;;;Mammalia;;;
D03295;I03736;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011636;;;Mammalia;;;
D03296;I03737;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011637;;P02405;Mammalia;Done;;
D03297;I03738;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011638;;P02376;Mammalia;Done;;
D03298;I03739;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011639;;P02377;Mammalia;Done;;
D03299;I03740;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011640;;P02378;Mammalia;Done;;
D03300;I03741;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011641;;;Mammalia;;;
D03301;I03742;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011642;;P02406;Mammalia;Done;;
D03302;I03743;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011643;;;Mammalia;;;
D03303;I03744;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011644;;P02407;Mammalia;Done;;
D03304;I03745;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011645;;;Mammalia;;;
D03305;I03746;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011646;;;Mammalia;;;
D03306;I03747;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011647;;;Mammalia;;;
D03307;I03748;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011648;;P02379;Mammalia;Done;;
D03308;I03749;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011649;;P02380;Mammalia;Done;;
D03309;I03750;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011650;;;Mammalia;;;
D03310;I03751;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011651;;P02408;Mammalia;Done;;
D03311;I03752;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011652;;P02409;Mammalia;Done;;
D03312;I03753;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011653;;P02410;Mammalia;Done;;
D03313;I03754;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011654;;P02381;Mammalia;Done;;
D03314;I03755;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011655;;;Mammalia;;;
D03315;I03756;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011656;;;Mammalia;;;
D03316;I03757;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011657;;P02382;Mammalia;Done;;
D03317;I03758;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011658;;P02411;Mammalia;Done;;
D03318;I03759;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011659;;;Mammalia;;;
D03319;I03760;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011660;;P02383;Mammalia;Done;;
D03320;I03761;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011661;;;Mammalia;;;
D03321;I03762;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011662;;;Mammalia;;;
D03322;I03763;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011663;;P02412;Mammalia;Done;;
D03323;I03764;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011664;;;Mammalia;;;
D03324;I03765;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011665;;P02384;Mammalia;Done;;
D03325;I03766;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011666;;P02385;Mammalia;Done;;
D03326;I03767;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011667;;;Mammalia;;;
D03327;I03768;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011668;;;Mammalia;;;
D03328;I03769;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011669;;;Mammalia;;;
D03329;I03770;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011670;;P02386;Mammalia;Error;;
D03330;I03771;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011671;;;Mammalia;;;
D03331;I03772;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011672;;;Mammalia;;;
D03332;I03773;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011673;;P02413;Mammalia;Done;;
D03333;I03774;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011674;;P02414;Mammalia;Done;;
D03334;I03775;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011675;;;Mammalia;;;
D03335;I03776;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011676;;P02415;Mammalia;Done;;
D03336;I03777;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011677;;;Mammalia;;;
D03337;I03778;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011678;;;Mammalia;;;
D03338;I03779;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011679;;;Mammalia;;;
D03339;I03780;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011680;;P02416;Mammalia;Done;;
D03340;I03781;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011681;;;Mammalia;;;
D03341;I03782;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011682;;;Mammalia;;;
D03342;I03783;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011683;;;Mammalia;;;
D03343;I03784;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011684;;P02417;Mammalia;Done;;
D03344;I03785;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011685;;P02418;Mammalia;Done;;
D03345;I03786;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011686;;;Mammalia;;;
D03346;I03787;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011687;;P02387;Mammalia;Done;;
D03347;I03788;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011688;;P02419;Mammalia;Done;;
D03348;I03789;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011689;;;Mammalia;;;
D03349;I03790;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011690;;;Mammalia;;;
D03350;I03791;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011691;;;Mammalia;;;
D03351;I03792;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011692;;;Mammalia;;;
D03352;I03793;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011693;;;Mammalia;;;
D03353;I03794;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011694;;;Mammalia;;;
D03354;I03795;PEMA;Schmidt2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011695;;P02420;Mammalia;Done;;
D03355;I03796;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011696;;;Mammalia;;;
D03356;I03797;PEMA;Schmidt2019;Captivity;Scat;V3,V4;Illumina MiSeq;PE;250;341f;805r;checked;SRR7011697;;;Mammalia;;;
