Code;Individual;Species (from Individuals);Study (from Individuals);Origin (from Individual);Sample type;16S region;Platform;Type;Read-length;F Primer;R Primer;ERDA;Archived S;Warning;Data processing;Class;Status (from Data processing);Diet;Mobility
D06440;I11418;OVAR;Zeng2017;Production;Rumen;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532257;;;Mammalia;;;
D06441;I11420;OVAR;Zeng2017;Production;Abomasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532227;;;Mammalia;;;
D06442;I11420;OVAR;Zeng2017;Production;Colon;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532233;;P00628;Mammalia;Done;;
D06443;I11420;OVAR;Zeng2017;Production;Duodenum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532237;;;Mammalia;;;
D06444;I11420;OVAR;Zeng2017;Production;Omasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532248;;;Mammalia;;;
D06445;I11420;OVAR;Zeng2017;Production;Rectum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532251;;;Mammalia;;;
D06446;I11420;OVAR;Zeng2017;Production;Reticulum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532254;;;Mammalia;;;
D06447;I11420;OVAR;Zeng2017;Production;Rumen;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532258;;;Mammalia;;;
D06448;I11421;OVAR;Zeng2017;Production;Abomasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532226;;;Mammalia;;;
D06449;I11421;OVAR;Zeng2017;Production;Duodenum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532236;;;Mammalia;;;
D06450;I11421;OVAR;Zeng2017;Production;Ileum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532241;;;Mammalia;;;
D06451;I11421;OVAR;Zeng2017;Production;Jejunum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532244;;;Mammalia;;;
D06452;I11421;OVAR;Zeng2017;Production;Omasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532247;;;Mammalia;;;
D06453;I11422;OVAR;Zeng2017;Production;Abomasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532225;;;Mammalia;;;
D06454;I11422;OVAR;Zeng2017;Production;Cecum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532228;;;Mammalia;;;
D06455;I11422;OVAR;Zeng2017;Production;Colon;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532231;;P00629;Mammalia;Done;;
D06456;I11422;OVAR;Zeng2017;Production;Ileum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532239;;;Mammalia;;;
D06457;I11422;OVAR;Zeng2017;Production;Omasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532246;;;Mammalia;;;
D06458;I11422;OVAR;Zeng2017;Production;Rectum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532250;;;Mammalia;;;
D06459;I11422;OVAR;Zeng2017;Production;Reticulum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532253;;;Mammalia;;;
D06460;I11422;OVAR;Zeng2017;Production;Rumen;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532256;;;Mammalia;;;
D06461;I11423;OVAR;Zeng2017;Production;Abomasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532224;;;Mammalia;;;
D06462;I11423;OVAR;Zeng2017;Production;Colon;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532230;;P00630;Mammalia;Done;;
D06463;I11423;OVAR;Zeng2017;Production;Duodenum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532234;;;Mammalia;;;
D06464;I11423;OVAR;Zeng2017;Production;Ileum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532238;;;Mammalia;;;
D06465;I11423;OVAR;Zeng2017;Production;Jejunum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532242;;;Mammalia;;;
D06466;I11423;OVAR;Zeng2017;Production;Omasum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532245;;;Mammalia;;;
D06467;I11423;OVAR;Zeng2017;Production;Rectum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532249;;;Mammalia;;;
D06468;I11423;OVAR;Zeng2017;Production;Reticulum;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532252;;;Mammalia;;;
D06469;I11423;OVAR;Zeng2017;Production;Rumen;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR2532255;;;Mammalia;;;
D06470;I10394;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075975;;P00631;Mammalia;Done;;
D06471;I10395;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075976;;P00632;Mammalia;Done;;
D06472;I10396;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075977;;P00633;Mammalia;Done;;
D06473;I10397;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075978;;P00634;Mammalia;Done;;
D06474;I10398;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075979;;;Mammalia;;;
D06475;I10399;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075980;;;Mammalia;;;
D06476;I10400;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075981;;;Mammalia;;;
D06477;I10401;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075982;;;Mammalia;;;
D06478;I10402;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075983;;;Mammalia;;;
D06479;I10403;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075984;;;Mammalia;;;
D06480;I10404;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075985;;;Mammalia;;;
D06481;I10405;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075986;;;Mammalia;;;
D06482;I10406;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075987;;;Mammalia;;;
D06483;I10407;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075988;;;Mammalia;;;
D06484;I10408;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075989;;;Mammalia;;;
D06485;I10409;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075990;;;Mammalia;;;
D06486;I10410;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075991;;;Mammalia;;;
D06487;I10411;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075992;;;Mammalia;;;
D06488;I10412;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075993;;;Mammalia;;;
D06489;I10413;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075994;;P00635;Mammalia;Done;;
D06490;I10414;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075995;;P00636;Mammalia;Done;;
D06491;I10415;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075996;;P00637;Mammalia;Done;;
D06492;I10416;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075997;;P00638;Mammalia;Done;;
D06493;I10417;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075998;;;Mammalia;;;
D06494;I10418;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6075999;;;Mammalia;;;
D06495;I10419;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076000;;;Mammalia;;;
D06496;I10420;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076001;;;Mammalia;;;
D06497;I10421;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076002;;P00639;Mammalia;Done;;
D06498;I10422;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076003;;P00640;Mammalia;Done;;
D06499;I10423;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076004;;;Mammalia;;;
D06500;I10424;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076005;;;Mammalia;;;
D06501;I10425;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076006;;;Mammalia;;;
D06502;I10426;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076007;;;Mammalia;;;
D06503;I10427;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076008;;;Mammalia;;;
D06504;I10428;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076009;;;Mammalia;;;
D06505;I10429;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076010;;;Mammalia;;;
D06506;I10430;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076011;;;Mammalia;;;
D06507;I10431;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076012;;;Mammalia;;;
D06508;I10432;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076013;;;Mammalia;;;
D06509;I10433;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076014;;;Mammalia;;;
D06510;I10434;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076015;;;Mammalia;;;
D06511;I10435;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076016;;;Mammalia;;;
D06512;I10436;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076017;;;Mammalia;;;
D06513;I10437;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076018;;;Mammalia;;;
D06514;I10438;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076019;;;Mammalia;;;
D06515;I10439;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076020;;;Mammalia;;;
D06516;I10440;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076021;;;Mammalia;;;
D06517;I10441;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076022;;;Mammalia;;;
D06518;I10442;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076023;;;Mammalia;;;
D06519;I10443;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076024;;;Mammalia;;;
D06520;I10444;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076025;;;Mammalia;;;
D06521;I10445;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076026;;;Mammalia;;;
D06522;I10446;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076027;;;Mammalia;;;
D06523;I10447;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076028;;;Mammalia;;;
D06524;I10448;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076029;;;Mammalia;;;
D06525;I10449;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076030;;;Mammalia;;;
D06526;I10450;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076031;;;Mammalia;;;
D06527;I10451;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076032;;;Mammalia;;;
D06528;I10452;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076033;;P00641;Mammalia;Done;;
D06529;I10453;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076034;;;Mammalia;;;
D06530;I10454;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076035;;;Mammalia;;;
D06531;I10455;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076036;;;Mammalia;;;
D06532;I10456;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076037;;;Mammalia;;;
D06533;I10457;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076038;;;Mammalia;;;
D06534;I10458;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076039;;;Mammalia;;;
D06535;I10459;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076040;;;Mammalia;;;
D06536;I10460;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076041;;;Mammalia;;;
D06537;I10461;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076042;;;Mammalia;;;
D06538;I10462;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076043;;;Mammalia;;;
D06539;I10463;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076044;;;Mammalia;;;
D06540;I10464;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076045;;;Mammalia;;;
D06541;I10465;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076046;;;Mammalia;;;
D06542;I10466;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076047;;;Mammalia;;;
D06543;I10467;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076048;;;Mammalia;;;
D06544;I10468;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076049;;;Mammalia;;;
D06545;I10469;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076050;;;Mammalia;;;
D06546;I10470;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076051;;;Mammalia;;;
D06547;I10471;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076052;;;Mammalia;;;
D06548;I10472;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076053;;;Mammalia;;;
D06549;I10473;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076054;;;Mammalia;;;
D06550;I10474;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076055;;;Mammalia;;;
D06551;I10475;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076056;;;Mammalia;;;
D06552;I10476;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076057;;;Mammalia;;;
D06553;I10477;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076058;;;Mammalia;;;
D06554;I10478;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076059;;;Mammalia;;;
D06555;I10479;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076060;;;Mammalia;;;
D06556;I10480;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076061;;;Mammalia;;;
D06557;I10481;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076062;;;Mammalia;;;
D06558;I10482;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076063;;;Mammalia;;;
D06559;I10483;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076064;;;Mammalia;;;
D06560;I10484;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076065;;;Mammalia;;;
D06561;I10485;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076066;;;Mammalia;;;
D06562;I10486;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076067;;;Mammalia;;;
D06563;I10487;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076068;;;Mammalia;;;
D06564;I10488;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076069;;;Mammalia;;;
D06565;I10489;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076070;;;Mammalia;;;
D06566;I10490;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076071;;;Mammalia;;;
D06567;I10491;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076072;;;Mammalia;;;
D06568;I10492;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076073;;;Mammalia;;;
D06569;I10493;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076074;;;Mammalia;;;
D06570;I10494;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076075;;;Mammalia;;;
D06571;I10495;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076076;;;Mammalia;;;
D06572;I10496;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076077;;;Mammalia;;;
D06573;I10497;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076078;;;Mammalia;;;
D06574;I10498;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076079;;;Mammalia;;;
D06575;I10499;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076080;;;Mammalia;;;
D06576;I10500;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076081;;;Mammalia;;;
D06577;I10501;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076082;;;Mammalia;;;
D06578;I10502;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076083;;;Mammalia;;;
D06579;I10503;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076084;;;Mammalia;;;
D06580;I10504;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076085;;;Mammalia;;;
D06581;I10505;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076086;;;Mammalia;;;
D06582;I10506;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076087;;;Mammalia;;;
D06583;I10507;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076088;;;Mammalia;;;
D06584;I10508;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076089;;;Mammalia;;;
D06585;I10509;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076090;;;Mammalia;;;
D06586;I10510;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076091;;;Mammalia;;;
D06587;I10511;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076092;;;Mammalia;;;
D06588;I10512;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076093;;;Mammalia;;;
D06589;I10513;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076094;;;Mammalia;;;
D06590;I10514;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076095;;;Mammalia;;;
D06591;I10515;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076096;;;Mammalia;;;
D06592;I10516;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076097;;;Mammalia;;;
D06593;I10517;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076098;;;Mammalia;;;
D06594;I10518;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076099;;;Mammalia;;;
D06595;I10519;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076100;;;Mammalia;;;
D06596;I10520;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076101;;;Mammalia;;;
D06597;I10521;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076102;;;Mammalia;;;
D06598;I10522;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076103;;;Mammalia;;;
D06599;I10523;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076104;;;Mammalia;;;
D06600;I10524;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076105;;;Mammalia;;;
D06601;I10525;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076106;;;Mammalia;;;
D06602;I10526;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076107;;;Mammalia;;;
D06603;I10527;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076108;;;Mammalia;;;
D06604;I10528;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076109;;;Mammalia;;;
D06605;I10529;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076110;;;Mammalia;;;
D06606;I10530;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076111;;;Mammalia;;;
D06607;I10531;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076112;;;Mammalia;;;
D06608;I10532;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076113;;;Mammalia;;;
D06609;I10533;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076114;;;Mammalia;;;
D06610;I10534;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076115;;;Mammalia;;;
D06611;I10535;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076116;;P00642;Mammalia;Done;;
D06612;I10536;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076117;;P00643;Mammalia;Done;;
D06613;I10537;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076118;;;Mammalia;;;
D06614;I10538;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076119;;;Mammalia;;;
D06615;I10539;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076120;;;Mammalia;;;
D06616;I10540;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076121;;;Mammalia;;;
D06617;I10541;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076122;;;Mammalia;;;
D06618;I10542;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076123;;;Mammalia;;;
D06619;I10543;CHPY;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076124;;;Mammalia;;;
D06620;I10544;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076125;;;Mammalia;;;
D06621;I10545;CHAE;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076126;;;Mammalia;;;
D06622;I10546;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076127;;;Mammalia;;;
D06623;I10547;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076128;;;Mammalia;;;
D06624;I10548;CHDJ;Trosvik2018;Wild;Scat;V4;Illumina MiSeq;PE;230;515f;806r;checked;SRR6076129;;;Mammalia;;;
